Year of event,Event dates,Event name,Event distance/length,Event number of finishers,Athlete performance,Athlete club,Athlete country,Athlete year of birth,Athlete gender,Athlete age category,Athlete average speed,Athlete ID
2020,30.05.2020,Hell Hole Hundred 50 Km Day Run (USA),50km,18,18811.0,"*Mount Pleasant, SC",USA,1993.0,M,M23,9.569,819828
2019,01.06.2019,Hell Hole Hundred 50 Km Night Run (USA),50km,3,24788.0,"*Anderson, SC",USA,1964.0,M,M50,7.262,735136
2022,04.06.2022,Hell Hole Hundred 50 Km Night Run (USA),50km,8,20815.0,"*New York, NY",USA,1994.0,M,M23,8.648,891816
2021,05.06.2021,Hell Hole Hundred 50 Km Night Run (USA),50km,5,21531.0,"*Kernersville, NC",USA,1976.0,M,M40,8.36,847489
2019,06.07.2019,Hell on Gravel Run (USA),50km,18,13996.0,"*Kansas City, MO",USA,1982.0,M,M35,12.861,242712
2018,07.07.2018,Hell on Gravel Run (USA),50km,12,15828.0,"*El Dorado, KS",USA,1971.0,M,M45,11.372,75929
2022,09.07.2022,Hell on Gravel Run (USA),50km,13,12954.0,"*Kansas City, MO, 39",USA,1982.0,M,M35,13.895,242712
2021,10.07.2021,Hell on Gravel Run (USA),50km,13,12954.0,"*Kansas City, MO",USA,1982.0,M,M35,13.895,242712
2020,11.07.2020,Hell on Gravel Run (USA),50km,17,13817.0,"*Wichita, KS",USA,1991.0,M,M23,13.027,818528
2016,09.01.2016,Hellcat 50 km Endurance Run (USA),50km,29,15224.0,,USA,1973.0,F,W40,11.823,388559
2020,18.01.2020,Hellcat 50 km Endurance Run (USA),50km,47,14363.0,,USA,1969.0,M,M50,12.532,316437
2017,21.01.2017,Hellcat 50 km Endurance Run (USA),50km,36,15108.0,"*Johnsonville, NY",USA,1988.0,M,M23,11.914,381514
2022,22.01.2022,Hellcat 50 km Endurance Run (USA),50km,52,15906.0,,USA,1978.0,M,M40,11.316,403733
2021,23.01.2021,Hellcat 50 km Endurance Run (USA),50km,83,13866.0,,USA,1974.0,M,M45,12.981,868443
2019,26.01.2019,Hellcat 50 km Endurance Run (USA),50km,53,14076.0,,USA,1969.0,M,M45,12.788,316437
2018,27.01.2018,Hellcat 50 km Endurance Run (USA),50km,59,12850.0,,USA,1989.0,M,M23,14.008,62346
2013,06.04.2013,Hellfire Gozo Ultra Trail (MLT),50km,22,21230.0,,ITA,1967.0,M,M45,8.479,229611
2017,01.04.2017,Hells Hills 50 km (USA),50km,79,14957.0,,USA,1978.0,M,M35,12.034,55853
2011,02.04.2011,Hells Hills 50 km (USA),50km,81,17024.0,"*Cedar Park, TX",USA,1978.0,M,M23,10.573,1311750
2016,02.04.2016,Hells Hills 50 km (USA),50km,83,15027.0,"*Houston, TX",USA,1976.0,M,M35,11.978,55155
2022,02.04.2022,Hells Hills 50 km (USA),50km,69,15881.0,,USA,1978.0,M,M40,11.334,51864
2010,03.04.2010,Hells Hills 50 km (USA),50km,81,14137.0,*Nastved,DEN,1975.0,M,M23,12.733,1233423
2021,03.04.2021,Hells Hills 50 km (USA),50km,97,17677.0,,USA,1979.0,M,M40,10.183,51864
2015,04.04.2015,Hells Hills 50 km (USA),50km,102,14265.0,*TX,USA,1978.0,M,M35,12.618,51864
2014,05.04.2014,Hells Hills 50 km (USA),50km,119,14788.0,*TX,USA,1967.0,M,M45,12.172,328985
2013,06.04.2013,Hells Hills 50 km (USA),50km,103,15291.0,"*Round Rock, TX",USA,1971.0,M,M40,11.772,395161
2019,06.04.2019,Hells Hills 50 km (USA),50km,45,17131.0,,USA,1984.0,M,M23,10.507,140637
2009,06.06.2009,Hells Hills 50 km (USA),50km,42,14450.0,"*San Antonio, TX",USA,1971.0,M,M35,12.457,1213100
2012,07.04.2012,Hells Hills 50 km (USA),50km,134,14740.0,*TX,USA,1979.0,M,M23,12.212,26616
2007,15.04.2007,Hells Hills 50 km (USA),50km,51,14259.0,*TX,USA,1977.0,M,M23,12.624,1198454
2008,19.04.2008,Hells Hills 50 km (USA),50km,66,16305.0,*TX,USA,1974.0,M,M23,11.04,216763
2005,23.04.2005,Hells Hills 50 km (USA),50km,40,13822.0,"*Austin, TX",USA,1967.0,M,M35,13.023,1106240
2004,24.04.2004,Hells Hills 50 km (USA),50km,68,14019.0,"*Austin, TX",USA,1969.0,M,M23,12.84,757045
2003,26.04.2003,Hells Hills 50 km (USA),50km,86,13860.0,"*Austin, TX",USA,1967.0,M,M35,12.987,1106240
2002,27.04.2002,Hells Hills 50 km (USA),50km,66,14308.0,"*Austin, TX",USA,1967.0,M,M23,12.58,1106240
2001,28.04.2001,Hells Hills 50 km (USA),50km,56,15219.0,"*Portland, OR",USA,1950.0,M,M50,11.827,48230
2006,30.04.2006,Hells Hills 50 km (USA),50km,28,14457.0,"*San Diego, CA",USA,1975.0,M,M23,12.451,340258
2018,31.03.2018,Hells Hills 50 km (USA),50km,74,16732.0,,USA,1976.0,M,M40,10.758,55155
2018,05.07.2018,Helsingborg 50 km (SWE),50km,24,13916.0,Jels Løbemotion,DEN,1969.0,F,W45,12.935,21448
2021,02.10.2021,Hemlock Overlook 50 km Race (USA),50km,36,17460.0,*VA,USA,1974.0,M,M45,10.309,52106
2015,25.07.2015,Hengill Ultra 50 km (ISL),50km,9,19747.0,,ISL,1972.0,M,M40,9.115,59746
2014,26.07.2014,Hengill Ultra 50 km (ISL),50km,10,22863.0,Hlaupahópur Ármanns,ISL,1966.0,M,M45,7.873,192131
2013,27.07.2013,Hengill Ultra 50 km (ISL),50km,7,23103.0,Árbæjarskokk,ISL,1971.0,M,M40,7.791,231692
2016,30.07.2016,Hengill Ultra 50 km (ISL),50km,9,16409.0,,ISL,1986.0,M,M23,10.97,481342
2017,02.09.2017,Hengill Ultra 50km (ISL),50km,13,20031.0,,ISL,1990.0,M,M23,8.986,163892
2018,08.04.2018,Hennur Bamboo 50 Km Ultra (IND),50km,75,15367.0,,USA,1973.0,M,M40,11.713,40939
2022,09.10.2022,Hennur Bamboo 50 Km Ultra (IND),50km,18,18932.0,*Bangalore,IND,1991.0,M,M23,9.508,655230
2021,10.10.2021,Hennur Bamboo 50 Km Ultra (IND),50km,74,16560.0,*Bangalore,IND,1973.0,M,M45,10.87,532711
2019,31.03.2019,Hennur Bamboo 50 Km Ultra (IND),50km,66,15284.0,*Mumbai,IND,1976.0,M,M40,11.777,321317
2019,03.08.2019,HerberTONNE 50km (AUS),50km,39,19132.0,,AUS,1981.0,M,M35,9.408,289907
2022,23.10.2022,Heritage 50 km Trail Run (USA),50km,16,14360.0,"*Adrian, MI",USA,1986.0,M,M35,12.535,208462
2021,24.10.2021,Heritage 50 km Trail Run (USA),50km,22,15653.0,"*Adrian, MI",USA,1989.0,M,M23,11.499,946157
2020,25.10.2020,Heritage 50 km Trail Run (USA),50km,21,17516.0,"*Adrian, MI",USA,1975.0,M,M40,10.276,854303
2015,20.-21.06.2015,Hero To Hero 50K Ultramarathon (PHI),50km,235,16693.0,,PHI,1989.0,M,M23,10.783,37529
2014,27.12.2014,Hero To Hero 50K Ultramarathon (PHI),50km,559,15000.0,,PHI,,M,,12,343018
2019,28.-29.12.2019,Hero To Hero 50K Ultramarathon (PHI),50km,323,15900.0,,PHI,1983.0,M,M35,11.321,18728
2016,29.-30.12.2016,Hero To Hero 50K Ultramarathon (PHI),50km,496,14982.0,,PHI,,M,,12.014,343018
2018,29.-30.12.2018,Hero To Hero 50K Ultramarathon (PHI),50km,288,16238.0,,PHI,1983.0,M,M35,11.085,18728
2017,30.-31.12.2017,Hero To Hero 50K Ultramarathon (PHI),50km,221,16294.0,,PHI,1983.0,M,M23,11.047,18728
1999,06.06.1999,Hervey Bay Hike 50km (AUS),50km,4,14431.0,,AUS,1942.0,M,M55,12.473,345668
1998,14.06.1998,Hervey Bay Hike 50km (AUS),50km,5,13990.0,,AUS,1968.0,M,M23,12.866,72418
2022,09.07.2022,Heuchelbergtrail (GER),50km,34,14106.0,Die Praxis Ludwigsburg,GER,1986.0,M,M35,12.761,299937
2020,04.07.2020,Heuchelbergtrail - 50 km (GER),50km,17,15745.0,*Kornwestheim,GER,1988.0,M,M30,11.432,684368
2021,24.07.2021,Heuchelbergtrail - 50 km (GER),50km,78,16499.0,LG Rudelsburg Bad Kösen,GER,1980.0,M,M40,10.91,837618
2017,26.11.2017,Heyuan Trail Run Race (CHN),50km,137,16101.0,,CHN,1989.0,M,M23,11.179,1835
2022,12.06.2022,Hiawatha Trail Run (USA),50km,42,15822.0,,USA,1987.0,M,M23,11.377,269811
2017,29.10.2017,Hiba Izanami Highway Run (JPN),50km,78,19197.0,,JPN,1963.0,M,M50,9.376,63784
2015,05.09.2015,Hideaway 50 Km Trail Run (USA),50km,38,18600.0,"*Lakewood, CO",USA,1994.0,M,MU23,9.677,869861
2017,07.10.2017,High Bridge Ultra 50K (USA),50km,54,16838.0,"*Hillsborough, NC",USA,1975.0,M,M40,10.69,122862
2022,08.10.2022,High Bridge Ultra 50K (USA),50km,61,11956.0,,USA,1987.0,M,M35,15.055,932568
2021,09.10.2021,High Bridge Ultra 50K (USA),50km,51,13133.0,*London,USA,1982.0,M,M35,13.706,191716
2019,12.10.2019,High Bridge Ultra 50K (USA),50km,121,12157.0,"*Charlottesville, VA",USA,1988.0,M,M23,14.806,47387
2018,13.10.2018,High Bridge Ultra 50K (USA),50km,77,12982.0,"*Charlottesville, VA",USA,1988.0,M,M23,13.865,47387
2016,22.10.2016,High Bridge Ultra 50K (USA),50km,24,13808.0,"*Chesterfield, VA",USA,1986.0,M,M23,13.036,207425
2019,03.08.2019,High Cliff Ultra (USA),50km,64,13908.0,,USA,1986.0,M,M23,12.942,207860
2018,04.08.2018,High Cliff Ultra (USA),50km,60,16995.0,,USA,1987.0,M,M23,10.591,271752
2017,05.08.2017,High Cliff Ultra (USA),50km,88,15192.0,,USA,1985.0,M,M23,11.848,178578
2021,07.08.2021,High Cliff Ultra (USA),50km,19,16427.0,,USA,1980.0,M,M40,10.958,133443
2016,20.08.2016,High Cliff Ultra (USA),50km,48,14703.0,,USA,1984.0,M,M23,12.242,85207
2000,15.07.2000,High Mountain 50 Km (USA),50km,9,19480.0,,USA,1963.0,F,W35,9.24,1094868
2006,16.07.2006,High Mountain 50 Km (USA),50km,51,15820.0,,USA,1983.0,M,MU23,11.378,912075
2005,17.07.2005,High Mountain 50 Km (USA),50km,53,18351.0,,USA,1962.0,M,M40,9.809,1093098
2002,20.07.2002,High Mountain 50 Km (USA),50km,34,17502.0,"*Denver, CO",USA,1967.0,M,M23,10.285,1050713
2008,26.07.2008,High Mountain 50 Km (USA),50km,53,17760.0,"*Bellvue, CO",USA,1976.0,M,M23,10.135,442005
2007,28.07.2007,High Mountain 50 Km (USA),50km,43,16427.0,*CO,USA,1983.0,M,M23,10.958,912075
2016,25.09.2016,High Weald Challenge (GBR),50km,88,14289.0,Surrey Walking Club,GBR,1973.0,M,M40,12.597,43092
2015,27.09.2015,High Weald Challenge (GBR),50km,123,14645.0,,GBR,1982.0,M,M23,12.291,10352
2022,22.05.2022,Highball to Thurmond Ultra 50 Km (USA),50km,61,17496.0,"*Weaverville, NC",USA,1996.0,F,W23,10.288,973939
2022,14.05.2022,Highlands Trail Festival 50 km (USA),50km,22,19980.0,"*Newtown Square, PA",USA,1982.0,M,M35,9.009,858365
1977,25.06.1977,Hillingdon 50 Km Track Race (GBR),50km,13,10302.0,Forres Harriers,GBR,1944.0,M,M23,17472.0,1050313
2015,03.01.2015,Hilo to Volcano 50k Ultramarathon (USA),50km,27,15544.0,*Oregon,USA,1964.0,M,M50,11.58,472937
2020,04.01.2020,Hilo to Volcano 50k Ultramarathon (USA),50km,24,12263.0,*Capelle aan den IJssel,NED,,M,,14.678,815823
2019,05.01.2019,Hilo to Volcano 50k Ultramarathon (USA),50km,14,17016.0,,USA,1974.0,M,M40,10.578,69682
2018,06.01.2018,Hilo to Volcano 50k Ultramarathon (USA),50km,24,13614.0,,USA,1984.0,M,M23,13.222,69679
2017,07.01.2017,Hilo to Volcano 50k Ultramarathon (USA),50km,36,13930.0,,USA,1990.0,M,M23,12.922,546938
2016,09.01.2016,Hilo to Volcano 50k Ultramarathon (USA),50km,27,13601.0,,USA,1984.0,M,M23,13.234,69679
2014,18.01.2014,Hilo to Volcano 50k Ultramarathon (USA),50km,29,15158.0,"*Laupahoehoe, HI",USA,1971.0,M,M40,11.875,395677
2008,19.01.2008,Hilo to Volcano 50k Ultramarathon (USA),50km,32,14471.0,"*Honolulu, HI",USA,1964.0,M,M40,12.439,1212718
2013,19.01.2013,Hilo to Volcano 50k Ultramarathon (USA),50km,42,14344.0,,USA,1984.0,M,M23,12.549,69679
2007,20.01.2007,Hilo to Volcano 50k Ultramarathon (USA),50km,19,16053.0,"*Honolulu, HI",USA,1965.0,M,M40,11.213,885315
2012,21.01.2012,Hilo to Volcano 50k Ultramarathon (USA),50km,40,14904.0,"*Honolulu, HI",USA,1964.0,M,M45,12.077,1212718
2011,22.01.2011,Hilo to Volcano 50k Ultramarathon (USA),50km,29,15756.0,"*Kailua-Kona, HI",USA,1951.0,M,M55,11.424,1315166
2010,23.01.2010,Hilo to Volcano 50k Ultramarathon (USA),50km,30,15085.0,"*Hilo, HI",USA,1962.0,M,M45,11.932,879404
2009,24.01.2009,Hilo to Volcano 50k Ultramarathon (USA),50km,40,14550.0,"*Ashland, OR",USA,1982.0,M,M23,12.371,1208115
2022,24.09.2022,Hindsight Ultra Trail Runs 50 km (USA),50km,14,23040.0,"*Franklin Grove, IL",USA,1967.0,M,M50,7.813,1024727
2019,03.02.2019,Hivernal Trail (NED),50km,67,15033.0,*Alde Leie,NED,1961.0,M,M55,11.974,169802
2018,04.02.2018,Hivernal Trail (NED),50km,77,17142.0,,NED,1976.0,M,M40,10.501,53330
2022,06.08.2022,Hivernal Trail (NED),50km,11,13129.0,*Kralendijk,NED,1963.0,M,M55,13.71,520773
2015,01.11.2015,Hixon 50 (USA),50km,58,14542.0,"*Duluth, MN",USA,1984.0,M,M23,12.378,204220
2019,26.10.2019,Hixon 50 (USA),50km,122,13886.0,"*Eau Claire, WI",USA,1983.0,M,M35,12.963,534925
2018,28.10.2018,Hixon 50 (USA),50km,119,16700.0,"*La Crosse, WI",USA,1994.0,M,M23,10.778,222382
2017,29.10.2017,Hixon 50 (USA),50km,111,15302.0,"*Minneapolis, MN",USA,1990.0,M,M23,11.763,313673
2016,30.10.2016,Hixon 50 (USA),50km,113,14843.0,"*Cedar Rapids, IA",USA,1983.0,M,M23,12.127,534925
2022,30.10.2022,Hixon 50 (USA),50km,71,15866.0,"*La Crosse, WI",USA,1994.0,M,M23,11.345,573188
2021,31.10.2021,Hixon 50 (USA),50km,90,15847.0,"*Grand Marais, MN",USA,1989.0,M,M23,11.359,904105
2009,03.01.2009,Hochharz Adventure Run 50km (GER),50km,8,25356.0,LT SV Westum,GER,1962.0,M,M45,7.099,114341
2019,09.03.2019,Hoefde Ultra Trail (DEN),50km,23,21052.0,,DEN,1972.0,M,M45,8.55,83420
2018,10.03.2018,Hoefde Ultra Trail (DEN),50km,29,18971.0,,GER,1983.0,M,M23,9.488,23219
2017,11.03.2017,Hoefde Ultra Trail (DEN),50km,16,18921.0,,DEN,1973.0,M,M40,9.513,100664
2022,12.03.2022,Hoefde Ultra Trail (DEN),50km,16,20940.0,,DEN,1988.0,M,M23,8.596,968053
2020,14.03.2020,Hoefde Ultra Trail (DEN),50km,19,21226.0,Silkeborg OK,DEN,1971.0,M,M45,8.48,23225
2020,29.08.2020,Hoefde Ultra Trail (DEN),50km,16,19560.0,,DEN,1998.0,M,MU23,9.202,835030
2020,19.12.2020,Hog Waller 50 km Race (USA),50km,26,14677.0,"*Lacey, WA",USA,1990.0,M,M23,12.264,165247
2006,01.04.2006,Hog's Hunt 50K Trail Run (USA),50km,73,13551.0,,USA,1963.0,M,M40,13.283,541935
2005,02.04.2005,Hog's Hunt 50K Trail Run (USA),50km,73,14053.0,,USA,1960.0,M,M40,12.809,231592
2004,03.04.2004,Hog's Hunt 50K Trail Run (USA),50km,70,14375.0,,USA,1960.0,M,M40,12.522,231592
2008,05.04.2008,Hog's Hunt 50K Trail Run (USA),50km,92,13833.0,,USA,1973.0,M,M23,13.012,74230
2010,10.04.2010,Hog's Hunt 50K Trail Run (USA),50km,57,15317.0,,USA,1957.0,M,M50,11.752,291918
2014,10.05.2014,Hog's Hunt 50K Trail Run (USA),50km,80,13663.0,,USA,1996.0,M,MU23,13.174,1425217
2013,13.04.2013,Hog's Hunt 50K Trail Run (USA),50km,63,13805.0,,USA,1974.0,M,M35,13.039,1332035
2012,14.04.2012,Hog's Hunt 50K Trail Run (USA),50km,81,14329.0,,USA,1974.0,M,M35,12.562,1332035
2009,16.05.2009,Hog's Hunt 50K Trail Run (USA),50km,88,14010.0,,USA,1973.0,M,M35,12.848,74230
2015,18.04.2015,Hog's Hunt 50K Trail Run (USA),50km,41,18263.0,,USA,1975.0,M,M35,9.856,329034
2007,31.03.2007,Hog's Hunt 50K Trail Run (USA),50km,60,15793.0,,USA,1977.0,M,M23,11.397,543981
2012,23.09.2012,Hokkaido Outdoor Festival 50 Km Run (JPN),50km,59,22099.0,チーム富士,JPN,1984.0,M,M23,8.145,295567
2011,24.09.2011,Hokkaido Outdoor Festival 50 Km Run (JPN),50km,61,21857.0,札幌市立藤の沢小教員,JPN,,M,,8.235,1337947
2017,25.06.2017,Hokkaido Outdoor Festival 50 Km Run (JPN),50km,6,17588.0,マケドンスコ,JPN,1963.0,M,M50,10.234,592549
2018,26.12.2018,Holiday 50k Series - Day 1 (USA),50km,3,19373.0,*MO,USA,1955.0,M,M60,9.291,28463
2019,04.01.2019,Holiday 50k Series - Day 10 (USA),50km,3,22522.0,,AUS,1970.0,F,W45,7.992,19641
2019,05.01.2019,Holiday 50k Series - Day 11 (USA),50km,2,21640.0,,AUS,1970.0,F,W45,8.318,19641
2019,06.01.2019,Holiday 50k Series - Day 12 (USA),50km,2,20856.0,,AUS,1970.0,F,W45,8.631,19641
2018,27.12.2018,Holiday 50k Series - Day 2 (USA),50km,1,31506.0,,USA,1969.0,M,M45,5.713,89417
2018,28.12.2018,Holiday 50k Series - Day 3 (USA),50km,2,33204.0,,USA,1969.0,M,M45,5.421,89417
2018,29.12.2018,Holiday 50k Series - Day 4 (USA),50km,1,29383.0,,USA,1969.0,M,M45,6.126,89417
2018,30.12.2018,Holiday 50k Series - Day 5 (USA),50km,1,32329.0,,USA,1969.0,M,M45,5.568,89417
2018,31.12.2018,Holiday 50k Series - Day 6 (USA),50km,2,29874.0,,USA,1969.0,M,M45,6.025,89417
2019,01.01.2019,Holiday 50k Series - Day 7 (USA),50km,3,22162.0,*WA,USA,1972.0,F,W45,8.122,54251
2019,02.01.2019,Holiday 50k Series - Day 8 (USA),50km,2,23430.0,*WA,USA,1972.0,F,W45,7.682,54251
2019,03.01.2019,Holiday 50k Series - Day 9 (USA),50km,3,26223.0,*WA,USA,1972.0,F,W45,6.864,54251
2002,09.02.2002,Holiday Lake 50K++ (USA),50km,167,13635.0,,USA,1973.0,M,M23,13.201,404597
2013,09.02.2013,Holiday Lake 50K++ (USA),50km,327,13518.0,"*Virginia Beach, VA",USA,1981.0,M,M23,13.316,421945
2000,10.02.2000,Holiday Lake 50K++ (USA),50km,104,14294.0,,USA,1965.0,M,M23,12.593,1044877
2001,10.02.2001,Holiday Lake 50K++ (USA),50km,141,13230.0,* PA,USA,1966.0,M,M23,13.605,1129873
2007,10.02.2007,Holiday Lake 50K++ (USA),50km,231,13824.0,,USA,1970.0,M,M35,13.021,1196387
2003,11.02.2003,Holiday Lake 50K++ (USA),50km,145,14527.0,,USA,1973.0,M,M23,12.391,404597
2006,11.02.2006,Holiday Lake 50K++ (USA),50km,178,14741.0,,USA,1984.0,M,MU23,12.211,69679
2012,11.02.2012,Holiday Lake 50K++ (USA),50km,346,12780.0,"*Lynchburg, VA",USA,1984.0,M,M23,14.085,942268
2017,11.02.2017,Holiday Lake 50K++ (USA),50km,221,13708.0,"*Lynchburg, VA",USA,1991.0,M,M23,13.131,257276
2005,12.02.2005,Holiday Lake 50K++ (USA),50km,144,14717.0,,USA,1977.0,M,M23,12.231,149913
2011,12.02.2011,Holiday Lake 50K++ (USA),50km,305,12535.0,,USA,1980.0,M,M23,14.36,585098
1999,13.02.1999,Holiday Lake 50K++ (USA),50km,85,15105.0,*NC,USA,1965.0,M,M23,11.917,1050931
2010,13.02.2010,Holiday Lake 50K++ (USA),50km,244,16224.0,*VA,USA,1980.0,M,M23,11.095,585098
2016,13.02.2016,Holiday Lake 50K++ (USA),50km,218,13838.0,"*Mills River, NC",USA,1977.0,M,M35,13.008,50880
2021,13.02.2021,Holiday Lake 50K++ (USA),50km,117,15705.0,"*Blacksburg, VA",USA,1995.0,M,M23,11.461,724655
1998,14.02.1998,Holiday Lake 50K++ (USA),50km,71,13905.0,,USA,1965.0,M,M23,12.945,1044877
2009,14.02.2009,Holiday Lake 50K++ (USA),50km,248,13811.0,,USA,1977.0,M,M23,13.033,149913
2015,14.02.2015,Holiday Lake 50K++ (USA),50km,236,13432.0,"*Black Mountain, NC",USA,1988.0,M,M23,13.401,223175
1996,14.06.1996,Holiday Lake 50K++ (USA),50km,11,11938.0,"*Virginia Beach, VA",USA,1967.0,M,M23,15.078,66871
2004,15.02.2004,Holiday Lake 50K++ (USA),50km,165,15274.0,*VA,USA,1977.0,M,M23,11.785,149913
2014,15.02.2014,Holiday Lake 50K++ (USA),50km,281,16265.0,"*Baltimore, MD",USA,1989.0,M,M23,11.067,611977
2020,15.02.2020,Holiday Lake 50K++ (USA),50km,222,14087.0,"*Blacksburg, VA",USA,1995.0,M,M23,12.778,724655
2008,16.02.2008,Holiday Lake 50K++ (USA),50km,234,13463.0,,USA,1977.0,M,M23,13.37,1172725
2019,16.02.2019,Holiday Lake 50K++ (USA),50km,162,14993.0,"*Chesapeake, VA",USA,1991.0,M,M23,12.006,27138
2018,17.02.2018,Holiday Lake 50K++ (USA),50km,166,14265.0,"*Shipman, VA",USA,1980.0,M,M35,12.618,47384
2022,19.02.2022,Holiday Lake 50K++ (USA),50km,164,13782.0,"*Salem, VA",USA,1991.0,M,M23,13.061,47389
1997,29.03.1997,Holiday Lake 50K++ (USA),50km,8,12707.0,"*Berryville, VA",USA,1965.0,M,M23,14.165,1044877
2020,15.02.2020,Holmestrand Cannonball Ultra (NOR),50km,20,13020.0,Asicsfrontrunner,NOR,1978.0,F,W40,13.825,45729
1991,14.09.1991,Holsteinlauf Quickborn (GER),50km,37,11839.0,LG Braunschweig,GER,1957.0,M,M30,15204.0,1066273
1992,19.09.1992,Holsteinlauf Quickborn (GER),50km,35,12538.0,Spiridon Bad Oldesloe,GER,1953.0,M,M35,14356.0,1128071
1990,22.09.1990,Holsteinlauf Quickborn (GER),50km,15,13605.0,Bau-Gelb-Marburg,GER,1954.0,M,M35,13230.0,367790
2022,09.10.2022,Holter Wald Ultra (HWU) (GER),50km,4,16659.0,Laufspass SW Sende,GER,1964.0,M,M55,10.805,969283
2014,24.05.2014,Holy Cowan's Gap 50k+ (USA),50km,26,20040.0,,USA,1969.0,M,M40,8.982,760247
2015,24.05.2015,Holy Cowan's Gap 50k+ (USA),50km,32,20460.0,,USA,1974.0,M,M40,8.798,407398
2019,26.05.2019,Holy Cowan's Gap 50k+ (USA),50km,35,20820.0,*VA,USA,1976.0,M,M40,8.646,41374
2018,27.05.2018,Holy Cowan's Gap 50k+ (USA),50km,43,21120.0,*CO,USA,1985.0,M,M23,8.523,182968
2017,28.05.2017,Holy Cowan's Gap 50k+ (USA),50km,37,20340.0,*MD,USA,1971.0,M,M45,8.85,39489
2011,29.05.2011,Holy Cowan's Gap 50k+ (USA),50km,22,22260.0,,USA,1981.0,F,W23,8.086,404608
2016,29.05.2016,Holy Cowan's Gap 50k+ (USA),50km,36,19320.0,,USA,1980.0,M,M35,9.317,13433
2022,29.05.2022,Holy Cowan's Gap 50k+ (USA),50km,38,20520.0,*MD,USA,1977.0,M,M45,8.772,39562
2019,23.03.2019,Hong Kong 50 West (HKG),50km,121,18264.0,,FRA,1982.0,M,M35,9.855,329548
2019,23.03.2019,Hong Kong 50 West II (HKG),50km,44,22303.0,,HKG,1990.0,F,W23,8.071,51564
2019,24.03.2019,Hong Long Mountain Ultra Trail (CHN),50km,48,20013.0,,CHN,1986.0,M,M23,8.994,73759
2022,30.04.2022,Hook or Crook Ultra (CAN),50km,27,21866.0,,CAN,1989.0,M,M23,8.232,188509
2019,26.10.2019,Horror Trail 50K Run (CAN),50km,9,15620.0,*Barrie,CAN,1982.0,M,M35,11.524,516294
2018,27.10.2018,Horror Trail 50K Run (CAN),50km,4,17336.0,,CAN,1983.0,F,W23,10.383,19657
2017,28.10.2017,Horror Trail 50K Run (CAN),50km,4,18228.0,*Mount Hope,CAN,1978.0,M,M35,9.875,55177
2016,29.10.2016,Horror Trail 50K Run (CAN),50km,15,14953.0,*Hamilton,CAN,1979.0,M,M35,12.038,303837
2021,30.10.2021,Horseshoe Bend Boogie 50 km Race (USA),50km,7,22513.0,"*Etters, PA",USA,1986.0,M,M23,7.995,66624
2012,13.10.2012,Horseshoe Lake 50 km Fall Trail Run (USA),50km,33,15732.0,"*Santa Cruz, CA",USA,1982.0,M,M23,11.442,201978
2022,01.05.2022,Horseshoe Lake 50 km Trail Run (USA),50km,13,19038.0,*San Francisco,USA,1993.0,M,M23,9.455,980240
2019,05.05.2019,Horseshoe Lake 50 km Trail Run (USA),50km,18,14681.0,"*Boulder, CO",USA,1996.0,M,MU23,12.261,260974
2017,06.05.2017,Horseshoe Lake 50 km Trail Run (USA),50km,20,18876.0,"*Sacramento, CA",USA,1960.0,M,M55,9.536,25642
2018,06.05.2018,Horseshoe Lake 50 km Trail Run (USA),50km,24,19597.0,"*Capitola, CA",USA,1979.0,F,W35,9.185,215419
2016,07.05.2016,Horseshoe Lake 50 km Trail Run (USA),50km,13,18608.0,*Oakland CA,USA,1980.0,M,M35,9.673,222445
2015,17.05.2015,Horseshoe Lake 50 km Trail Run (USA),50km,25,15364.0,"*Campbell, CA",USA,1968.0,M,M45,11.716,356233
2014,18.05.2014,Horseshoe Lake 50 km Trail Run (USA),50km,20,16627.0,"*Walnut Creek, CA",USA,1990.0,F,W23,10.826,378454
2012,19.05.2012,Horseshoe Lake 50 km Trail Run (USA),50km,28,15822.0,"*San Francisco, CA",USA,1979.0,M,M23,11.377,549350
2013,19.05.2013,Horseshoe Lake 50 km Trail Run (USA),50km,29,16518.0,"*Duxbury, MA",USA,1992.0,M,MU23,10.897,472396
2011,21.05.2011,Horseshoe Lake 50 km Trail Run (USA),50km,15,17751.0,"*Los Angeles, CA",USA,1982.0,M,M23,10.14,65272
2015,16.05.2015,Horseshoe Trail Run (USA),50km,27,21536.0,"*Dallas, TX",USA,1989.0,M,M23,8.358,37197
2017,21.01.2017,Horseshoe Trail Run (USA),50km,25,19321.0,"*Seabrook, TX",USA,1993.0,M,M23,9.316,145919
2016,23.01.2016,Horseshoe Trail Run (USA),50km,41,14381.0,"*Duncanville, TX",USA,1989.0,M,M23,12.517,37197
2015,27.07.2015,Hot Hilly Hairy Ultra 50 Km (USA),50km,28,17093.0,,USA,1979.0,M,M35,10.531,109157
2019,27.07.2019,Hot Hilly Hairy Ultra 50 Km (USA),50km,16,18657.0,,USA,1974.0,M,M40,9.648,56838
2016,28.07.2016,Hot Hilly Hairy Ultra 50 Km (USA),50km,45,15602.0,,USA,1985.0,M,M23,11.537,370512
2018,28.07.2018,Hot Hilly Hairy Ultra 50 Km (USA),50km,25,14396.0,"*Madison, WI",USA,1991.0,M,M23,12.503,129143
2017,29.07.2017,Hot Hilly Hairy Ultra 50 Km (USA),50km,33,14048.0,,USA,1991.0,M,M23,12.813,129143
